Date,CountOfPersons
2019-07-27 08:10:00,2
2019-07-27 08:15:00,2
2019-07-27 08:20:00,2
2019-07-27 08:25:00,0
2019-07-27 08:30:00,0
2019-07-27 08:35:00,2
2019-07-27 08:40:00,0
2019-07-27 08:45:00,2
2019-07-27 08:50:00,7
2019-07-27 08:55:00,0
2019-07-27 09:00:00,4
2019-07-27 09:05:00,1
2019-07-27 09:10:00,0
2019-07-27 09:15:00,5
2019-07-27 09:20:00,14
2019-07-27 09:25:00,9
2019-07-27 09:30:00,11
2019-07-27 09:35:00,17
2019-07-27 09:40:00,12
2019-07-27 09:45:00,11
2019-07-27 09:50:00,10
2019-07-27 09:55:00,19
2019-07-27 10:00:00,13
2019-07-27 10:05:00,13
2019-07-27 10:10:00,12
2019-07-27 10:15:00,18
2019-07-27 10:20:00,16
2019-07-27 10:25:00,17
2019-07-27 10:30:00,11
2019-07-27 10:35:00,8
2019-07-27 10:40:00,5
2019-07-27 10:45:00,3
2019-07-27 10:50:00,5
2019-07-27 10:55:00,1
2019-07-27 11:00:00,2
2019-07-27 11:05:00,260
2019-07-27 11:10:00,328
2019-07-27 11:15:00,102
2019-07-27 11:20:00,191
2019-07-27 11:25:00,195
2019-07-27 11:30:00,220
2019-07-27 11:35:00,247
2019-07-27 11:40:00,391
2019-07-27 11:45:00,376
2019-07-27 11:50:00,511
2019-07-27 11:55:00,585
2019-07-27 12:00:00,628
2019-07-27 12:05:00,651
2019-07-27 12:10:00,743
2019-07-27 12:15:00,679
2019-07-27 12:20:00,751
2019-07-27 12:25:00,767
2019-07-27 12:30:00,688
2019-07-27 12:35:00,612
2019-07-27 12:40:00,337
2019-07-27 12:45:00,279
2019-07-27 12:50:00,210
2019-07-27 12:55:00,59
2019-07-27 13:00:00,30
2019-07-27 13:05:00,24
2019-07-27 13:10:00,15
2019-07-27 13:15:00,19
2019-07-27 13:20:00,10
2019-07-27 13:25:00,4
2019-07-27 13:30:00,1
2019-07-27 13:35:00,7
2019-07-27 13:40:00,4
2019-07-27 13:45:00,6
2019-07-27 13:50:00,2
2019-07-27 13:55:00,3
2019-07-27 14:00:00,1
2019-07-27 14:05:00,4
