Date,CountOfPersons
2019-09-22 10:25:00,1
2019-09-22 10:30:00,0
2019-09-22 10:35:00,0
2019-09-22 10:40:00,0
2019-09-22 10:45:00,0
2019-09-22 10:50:00,0
2019-09-22 10:55:00,0
2019-09-22 11:00:00,0
2019-09-22 11:05:00,0
2019-09-22 11:10:00,0
2019-09-22 11:15:00,0
2019-09-22 11:20:00,0
2019-09-22 11:25:00,0
2019-09-22 11:30:00,1
2019-09-22 11:35:00,0
2019-09-22 11:40:00,0
2019-09-22 11:45:00,0
2019-09-22 11:50:00,0
2019-09-22 11:55:00,0
2019-09-22 12:00:00,0
2019-09-22 12:05:00,0
2019-09-22 12:10:00,0
2019-09-22 12:15:00,0
2019-09-22 12:20:00,0
2019-09-22 12:25:00,0
2019-09-22 12:30:00,0
2019-09-22 12:35:00,0
2019-09-22 12:40:00,0
2019-09-22 12:45:00,0
2019-09-22 12:50:00,0
2019-09-22 12:55:00,1
