Date,CountOfPersons
2020-01-29 18:00:00,2
2020-01-29 18:05:00,0
2020-01-29 18:10:00,0
2020-01-29 18:15:00,0
2020-01-29 18:20:00,0
2020-01-29 18:25:00,5
2020-01-29 18:30:00,9
2020-01-29 18:35:00,10
2020-01-29 18:40:00,10
2020-01-29 18:45:00,11
2020-01-29 18:50:00,23
2020-01-29 18:55:00,49
2020-01-29 19:00:00,30
2020-01-29 19:05:00,63
2020-01-29 19:10:00,69
2020-01-29 19:15:00,115
2020-01-29 19:20:00,171
2020-01-29 19:25:00,211
2020-01-29 19:30:00,326
2020-01-29 19:35:00,340
2020-01-29 19:40:00,345
2020-01-29 19:45:00,349
2020-01-29 19:50:00,370
2020-01-29 19:55:00,362
2020-01-29 20:00:00,387
2020-01-29 20:05:00,378
2020-01-29 20:10:00,448
2020-01-29 20:15:00,439
2020-01-29 20:20:00,265
2020-01-29 20:25:00,41
2020-01-29 20:30:00,19
2020-01-29 20:35:00,7
2020-01-29 20:40:00,7
2020-01-29 20:45:00,26
2020-01-29 20:50:00,2
2020-01-29 20:55:00,2
2020-01-29 21:00:00,0
2020-01-29 21:05:00,0
2020-01-29 21:10:00,0
2020-01-29 21:15:00,0
2020-01-29 21:20:00,0
2020-01-29 21:25:00,1
2020-01-29 21:30:00,1
2020-01-29 21:35:00,1
