Date,CountOfPersons
2020-01-29 16:00:00,1
2020-01-29 16:05:00,1
2020-01-29 16:10:00,0
2020-01-29 16:15:00,0
2020-01-29 16:20:00,0
2020-01-29 16:25:00,2
2020-01-29 16:30:00,0
2020-01-29 16:35:00,0
2020-01-29 16:40:00,13
2020-01-29 16:45:00,20
2020-01-29 16:50:00,13
2020-01-29 16:55:00,9
2020-01-29 17:00:00,8
2020-01-29 17:05:00,6
2020-01-29 17:10:00,8
2020-01-29 17:15:00,10
2020-01-29 17:20:00,13
2020-01-29 17:25:00,8
2020-01-29 17:30:00,15
2020-01-29 17:35:00,17
2020-01-29 17:40:00,12
2020-01-29 17:45:00,9
2020-01-29 17:50:00,11
2020-01-29 17:55:00,18
2020-01-29 18:00:00,17
2020-01-29 18:05:00,14
2020-01-29 18:10:00,6
2020-01-29 18:15:00,2
2020-01-29 18:20:00,83
2020-01-29 18:25:00,190
2020-01-29 18:30:00,79
2020-01-29 18:35:00,73
2020-01-29 18:40:00,158
2020-01-29 18:45:00,134
2020-01-29 18:50:00,165
2020-01-29 18:55:00,175
2020-01-29 19:00:00,250
2020-01-29 19:05:00,352
2020-01-29 19:10:00,325
2020-01-29 19:15:00,461
2020-01-29 19:20:00,539
2020-01-29 19:25:00,564
2020-01-29 19:30:00,629
2020-01-29 19:35:00,603
2020-01-29 19:40:00,602
2020-01-29 19:45:00,609
2020-01-29 19:50:00,656
2020-01-29 19:55:00,593
2020-01-29 20:00:00,657
2020-01-29 20:05:00,684
2020-01-29 20:10:00,577
2020-01-29 20:15:00,334
2020-01-29 20:20:00,302
2020-01-29 20:25:00,45
2020-01-29 20:30:00,16
2020-01-29 20:35:00,8
2020-01-29 20:40:00,6
2020-01-29 20:45:00,3
2020-01-29 20:50:00,2
2020-01-29 20:55:00,3
2020-01-29 21:00:00,1
2020-01-29 21:05:00,4
2020-01-29 21:10:00,5
2020-01-29 21:15:00,3
2020-01-29 21:20:00,1
2020-01-29 21:25:00,0
2020-01-29 21:30:00,3
2020-01-29 21:35:00,1
