Date,CountOfPersons
2019-07-16 13:45:00,5
2019-07-16 13:50:00,7
2019-07-16 13:55:00,0
2019-07-16 14:00:00,1
2019-07-16 14:05:00,0
2019-07-16 14:10:00,0
2019-07-16 14:15:00,0
2019-07-16 14:20:00,0
2019-07-16 14:25:00,0
2019-07-16 14:30:00,0
2019-07-16 14:35:00,0
2019-07-16 14:40:00,7
2019-07-16 14:45:00,3
2019-07-16 14:50:00,0
2019-07-16 14:55:00,0
2019-07-16 15:00:00,1
2019-07-16 15:05:00,0
2019-07-16 15:10:00,0
2019-07-16 15:15:00,0
2019-07-16 15:20:00,0
2019-07-16 15:25:00,0
2019-07-16 15:30:00,1
2019-07-16 15:35:00,0
2019-07-16 15:40:00,1
2019-07-16 15:45:00,0
2019-07-16 15:50:00,0
2019-07-16 15:55:00,2
2019-07-16 16:00:00,0
2019-07-16 16:05:00,0
2019-07-16 16:10:00,0
2019-07-16 16:15:00,1
2019-07-16 16:20:00,0
2019-07-16 16:25:00,0
2019-07-16 16:30:00,5
2019-07-16 16:35:00,10
2019-07-16 16:40:00,7
2019-07-16 16:45:00,10
2019-07-16 16:50:00,9
2019-07-16 16:55:00,9
2019-07-16 17:00:00,9
2019-07-16 17:05:00,5
2019-07-16 17:10:00,8
2019-07-16 17:15:00,10
2019-07-16 17:20:00,9
2019-07-16 17:25:00,6
2019-07-16 17:30:00,11
2019-07-16 17:35:00,8
2019-07-16 17:40:00,5
2019-07-16 17:45:00,9
2019-07-16 17:50:00,9
2019-07-16 17:55:00,15
2019-07-16 18:00:00,12
2019-07-16 18:05:00,12
2019-07-16 18:10:00,8
2019-07-16 18:15:00,2
2019-07-16 18:20:00,0
2019-07-16 18:25:00,1
2019-07-16 18:30:00,48
2019-07-16 18:35:00,26
2019-07-16 18:40:00,8
2019-07-16 18:45:00,21
2019-07-16 18:50:00,32
2019-07-16 18:55:00,30
2019-07-16 19:00:00,37
2019-07-16 19:05:00,49
2019-07-16 19:10:00,57
2019-07-16 19:15:00,57
2019-07-16 19:20:00,80
2019-07-16 19:25:00,80
2019-07-16 19:30:00,76
2019-07-16 19:35:00,93
2019-07-16 19:40:00,95
2019-07-16 19:45:00,109
2019-07-16 19:50:00,107
2019-07-16 19:55:00,95
2019-07-16 20:00:00,103
2019-07-16 20:05:00,90
2019-07-16 20:10:00,56
2019-07-16 20:15:00,4
2019-07-16 20:20:00,1
