Date,CountOfPersons
2019-05-03 16:00:00,6
2019-05-03 16:05:00,0
2019-05-03 16:10:00,0
2019-05-03 16:15:00,0
2019-05-03 16:20:00,0
2019-05-03 16:25:00,0
2019-05-03 16:30:00,0
2019-05-03 16:35:00,0
2019-05-03 16:40:00,0
2019-05-03 16:45:00,0
2019-05-03 16:50:00,0
2019-05-03 16:55:00,0
2019-05-03 17:00:00,136
2019-05-03 17:05:00,119
2019-05-03 17:10:00,134
2019-05-03 17:15:00,106
2019-05-03 17:20:00,96
2019-05-03 17:25:00,105
2019-05-03 17:30:00,125
2019-05-03 17:35:00,117
2019-05-03 17:40:00,110
2019-05-03 17:45:00,82
2019-05-03 17:50:00,86
2019-05-03 17:55:00,70
2019-05-03 18:00:00,47
2019-05-03 18:05:00,46
2019-05-03 18:10:00,45
2019-05-03 18:15:00,27
2019-05-03 18:20:00,8
2019-05-03 18:25:00,8
2019-05-03 18:30:00,0
2019-05-03 18:35:00,1
2019-05-03 18:40:00,0
2019-05-03 18:45:00,3
2019-05-03 18:50:00,0
2019-05-03 18:55:00,1
2019-05-03 19:00:00,3
2019-05-03 19:05:00,1
2019-05-03 19:10:00,0
2019-05-03 19:15:00,0
2019-05-03 19:20:00,0
2019-05-03 19:25:00,0
2019-05-03 19:30:00,0
2019-05-03 19:35:00,0
2019-05-03 19:40:00,0
2019-05-03 19:45:00,0
2019-05-03 19:50:00,0
2019-05-03 19:55:00,0
2019-05-03 20:00:00,0
2019-05-03 20:05:00,1
2019-05-03 20:10:00,0
2019-05-03 20:15:00,0
2019-05-03 20:20:00,0
2019-05-03 20:25:00,0
2019-05-03 20:30:00,0
2019-05-03 20:35:00,1
