Date,CountOfPersons
2019-11-30 11:05:00,18
2019-11-30 11:10:00,13
2019-11-30 11:15:00,17
2019-11-30 11:20:00,7
2019-11-30 11:25:00,30
2019-11-30 11:30:00,34
2019-11-30 11:35:00,50
2019-11-30 11:40:00,66
2019-11-30 11:45:00,107
2019-11-30 11:50:00,82
2019-11-30 11:55:00,160
2019-11-30 12:00:00,198
2019-11-30 12:05:00,313
2019-11-30 12:10:00,400
2019-11-30 12:15:00,430
2019-11-30 12:20:00,491
2019-11-30 12:25:00,474
2019-11-30 12:30:00,538
2019-11-30 12:35:00,550
2019-11-30 12:40:00,543
2019-11-30 12:45:00,496
2019-11-30 12:50:00,565
2019-11-30 12:55:00,244
2019-11-30 13:00:00,56
2019-11-30 13:05:00,39
2019-11-30 13:10:00,25
2019-11-30 13:15:00,20
2019-11-30 13:20:00,13
2019-11-30 13:25:00,5
2019-11-30 13:30:00,10
2019-11-30 13:35:00,3
2019-11-30 13:40:00,3
2019-11-30 13:45:00,2
2019-11-30 13:50:00,2
2019-11-30 13:55:00,1
2019-11-30 14:00:00,2
2019-11-30 14:05:00,3
2019-11-30 14:10:00,0
2019-11-30 14:15:00,1
