Date,CountOfPersons
2020-01-29 16:00:00,1
2020-01-29 16:05:00,0
2020-01-29 16:10:00,0
2020-01-29 16:15:00,0
2020-01-29 16:20:00,1
2020-01-29 16:25:00,0
2020-01-29 16:30:00,0
2020-01-29 16:35:00,0
2020-01-29 16:40:00,0
2020-01-29 16:45:00,0
2020-01-29 16:50:00,1
2020-01-29 16:55:00,0
2020-01-29 17:00:00,0
2020-01-29 17:05:00,0
2020-01-29 17:10:00,1
2020-01-29 17:15:00,0
2020-01-29 17:20:00,0
2020-01-29 17:25:00,0
2020-01-29 17:30:00,0
2020-01-29 17:35:00,1
2020-01-29 17:40:00,2
2020-01-29 17:45:00,0
2020-01-29 17:50:00,1
2020-01-29 17:55:00,4
2020-01-29 18:00:00,0
2020-01-29 18:05:00,0
2020-01-29 18:10:00,2
2020-01-29 18:15:00,3
2020-01-29 18:20:00,3
2020-01-29 18:25:00,1
2020-01-29 18:30:00,2
2020-01-29 18:35:00,6
2020-01-29 18:40:00,5
2020-01-29 18:45:00,15
2020-01-29 18:50:00,19
2020-01-29 18:55:00,20
2020-01-29 19:00:00,10
2020-01-29 19:05:00,21
2020-01-29 19:10:00,24
2020-01-29 19:15:00,15
2020-01-29 19:20:00,18
2020-01-29 19:25:00,15
2020-01-29 19:30:00,15
2020-01-29 19:35:00,12
2020-01-29 19:40:00,10
2020-01-29 19:45:00,6
2020-01-29 19:50:00,3
2020-01-29 19:55:00,2
2020-01-29 20:00:00,32
2020-01-29 20:05:00,3
2020-01-29 20:10:00,5
2020-01-29 20:15:00,2
2020-01-29 20:20:00,1
